    323    288.59      0.00    480.52      0.00    348.92      0.00    507.11      0.00     52.56
    324    142.63      0.00    476.57      0.00    437.70      0.00    614.09      0.00    454.17
    325     48.72      0.00    386.13      0.00    445.84      0.00   1315.27      0.00    764.06
    326     27.46      0.00    351.84      0.00    444.80      0.00   1344.32      0.00    675.72
    327     28.25      0.00    305.45      0.00    373.45      0.00    900.02      0.00    790.85
    328     22.37      0.00    312.27      0.00    372.73      0.00    528.48      0.00    980.96
    329     32.32      0.00    381.70      0.00    373.24      0.00    446.15      0.00    331.64
    330     33.04      0.00    392.95      0.00    349.13      0.00     50.00      0.00    390.19
    331     55.06      0.00    365.04      0.00    200.88      0.00     50.00      0.00     90.07
    332     77.00      0.00    201.39      0.00     50.00      0.00     50.00      0.00     50.00
    333    102.28      0.00     76.56      0.00     50.00      0.00     50.00      0.00     50.00
    334    277.09      0.00    179.45      0.00     50.85      0.00     98.81      0.00     50.00
    335    352.63      0.00    451.03      0.00    281.96      0.00     66.33      0.00     50.00
    336    152.59      0.00    335.04      0.00    505.23      0.00   1493.49      0.00    197.68
    337    223.60      0.00    477.35      0.00    430.14      0.00   1162.49      0.00    121.31
    338     56.86      0.00    345.96      0.00    436.59      0.00   1581.49      0.00    437.49
    339     32.54      0.00    312.22      0.00    275.88      0.00    963.32      0.00    813.08
    340     26.75      0.00    324.83      0.00    247.17      0.00    541.16      0.00    805.13
    341     26.68      0.00    355.50      0.00    315.54      0.00    615.88      0.00    451.99
    342     33.19      0.00    371.38      0.00    341.83      0.00    263.54      0.00    146.81
    343     52.29      0.00    343.71      0.00    273.98      0.00     61.14      0.00    120.58
    344     89.14      0.00    292.63      0.00     60.62      0.00     50.00      0.00     50.00
    345    102.09      0.00     78.03      0.00     50.00      0.00     50.00      0.00     50.00
    346    208.77      0.00     50.00      0.00     50.00      0.00     50.00      0.00     50.00
    347    107.53      0.00    370.98      0.00    416.91      0.00   1674.89      0.00     63.62
    348     56.76      0.00    357.23      0.00    387.65      0.00   2102.99      0.00     50.00
    349     27.53      0.00    305.07      0.00    251.86      0.00   1124.29      0.00    412.24
    350     31.47      0.00    276.57      0.00    213.02      0.00    630.25      0.00    675.46
    351     27.44      0.00    304.79      0.00    246.98      0.00    790.02      0.00    254.11
    352     25.59      0.00    365.21      0.00    334.21      0.00    417.18      0.00    204.91
    353     42.65      0.00    376.57      0.00    326.34      0.00    150.16      0.00    126.45
    354     64.72      0.00    371.49      0.00    237.17      0.00     50.39      0.00     72.57
    355    107.24      0.00    285.51      0.00     50.21      0.00     50.00      0.00     50.00
    356    132.37      0.00     73.71      0.00     50.00      0.00     50.00      0.00     50.00
    357    223.41      0.00     59.04      0.00     50.00      0.00     50.00      0.00     50.00
    358     72.03      0.00    390.19      0.00    353.35      0.00   2324.82      0.00     50.00
    359     34.19      0.00    378.66      0.00    329.71      0.00   1951.15      0.00     50.00
    360     19.57      0.00    371.76      0.00    322.29      0.00   1701.53      0.00     50.00
    361     26.02      0.00    313.04      0.00    243.42      0.00    676.97      0.00    799.40
    362     22.49      0.00    284.58      0.00    219.89      0.00    994.69      0.00    194.15
    363     24.69      0.00    315.00      0.00    270.44      0.00    931.33      0.00     72.77
    364     31.89      0.00    368.68      0.00    346.99      0.00    419.80      0.00     51.47
    365     51.00      0.00    387.67      0.00    300.85      0.00    113.31      0.00     50.91
    366     62.98      0.00    384.73      0.00    263.33      0.00     58.19      0.00     50.00
    367    127.43      0.00    332.70      0.00     97.38      0.00     50.00      0.00     50.00
    368    169.33      0.00    155.32      0.00     50.00      0.00     50.00      0.00     50.00
    369    470.56      0.00    358.07      0.00     50.00      0.00     50.00      0.00     50.00
    370     17.49      0.00    321.57      0.00    275.49      0.00    868.97      0.00     50.00
    371     46.09      0.00    390.84      0.00    316.77      0.00    360.30      0.00     50.00
    372     23.41      0.00    400.83      0.00    369.74      0.00   1458.92      0.00     50.00
    373     28.54      0.00    469.90      0.00    452.42      0.00   1015.15      0.00    185.70
    374     30.06      0.00    428.42      0.00    378.08      0.00    681.31      0.00    526.02
    375     47.23      0.00    400.31      0.00    345.27      0.00    439.33      0.00    639.23
    376     23.94      0.00    318.36      0.00    262.08      0.00   1209.91      0.00     50.00
    377     16.98      0.00    403.81      0.00    364.65      0.00    803.60      0.00     53.86
    378     40.14      0.00    468.51      0.00    402.00      0.00    473.15      0.00    272.91
    379     73.28      0.00    451.88      0.00    373.40      0.00    313.59      0.00    565.65
    380     68.31      0.00    377.02      0.00    342.35      0.00    189.21      0.00    552.09
    381     27.16      0.00    364.60      0.00    299.05      0.00    747.97      0.00     50.00
    382     43.94      0.00    440.93      0.00    350.49      0.00    475.69      0.00     50.00
    383     83.30      0.00    456.60      0.00    353.47      0.00    195.41      0.00    200.72
    384    110.88      0.00    403.06      0.00    270.89      0.00    138.17      0.00    219.06
    385    129.22      0.00    220.91      0.00    110.19      0.00    508.96      0.00     50.00
    386     73.12      0.00    408.87      0.00    316.35      0.00    367.70      0.00     50.00
    387    107.47      0.00    424.43      0.00    314.66      0.00    194.33      0.00     50.00
    388    173.06      0.00    345.02      0.00    213.10      0.00    105.93      0.00     63.15
    389    281.17      0.00    393.41      0.00     50.69      0.00    571.38      0.00     50.00
    390    318.38      0.00    374.17      0.00     50.74      0.00    295.99      0.00     50.00
    391    102.62      0.00    393.18      0.00    278.21      0.00     67.34      0.00     50.00
    392    145.27      0.00    331.20      0.00    185.74      0.00     56.55      0.00     50.00
    393    282.40      0.00    382.01      0.00     50.65      0.00    119.97      0.00     50.00
    394    252.42      0.00    381.05      0.00     51.08      0.00    564.82      0.00     50.00
    395    151.77      0.00    336.26      0.00    240.16      0.00    289.56      0.00     85.34
    396    301.42      0.00    449.73      0.00    387.75      0.00    172.67      0.00     50.00
    397    154.55      0.00    357.22      0.00    494.96      0.00   1930.74      0.00    202.50
    398    107.85      0.00    382.98      0.00    465.24      0.00   1568.23      0.00     86.06
    399     65.05      0.00    411.80      0.00    408.27      0.00   2060.66      0.00     51.86
    400     36.44      0.00    436.46      0.00    419.18      0.00   1884.90      0.00     50.75
    401     17.95      0.00    460.63      0.00    457.93      0.00   1418.08      0.00    107.53
    402    362.59      0.00    520.87      0.00    336.63      0.00     94.97      0.00     50.08
    403    153.06      0.00    381.18      0.00    454.09      0.00   2011.57      0.00    215.96
    404    107.18      0.00    425.97      0.00    466.17      0.00   1611.95      0.00     54.70
    405     60.86      0.00    459.01      0.00    469.71      0.00   1939.76      0.00     50.38
    406     39.59      0.00    507.36      0.00    504.53      0.00   1644.48      0.00    263.63
    407     18.14      0.00    493.08      0.00    502.59      0.00   1333.08      0.00    309.38
    408     32.48      0.00    461.61      0.00    475.10      0.00   1332.86      0.00    112.37
    409    450.31      0.00    626.18      0.00    306.56      0.00     64.28      0.00     50.00
    410    123.14      0.00    415.56      0.00    492.24      0.00   1520.95      0.00    486.04
    411     93.91      0.00    460.84      0.00    480.79      0.00   1504.22      0.00    199.80
    412     62.94      0.00    564.08      0.00    520.09      0.00   1867.99      0.00     50.00
    413     41.81      0.00    548.76      0.00    501.64      0.00   1994.22      0.00     50.00
    414     22.72      0.00    468.23      0.00    448.02      0.00   1448.05      0.00    547.17
    415      8.64      0.00    383.50      0.00    372.45      0.00   1517.73      0.00    273.44
    416     17.34      0.00    381.11      0.00    348.67      0.00   1155.41      0.00    495.15
    417     25.27      0.00    325.05      0.00    290.68      0.00    937.91      0.00    565.83
    418     42.44      0.00    345.24      0.00    349.43      0.00    799.54      0.00    421.53
    419     62.53      0.00    346.19      0.00    320.01      0.00    552.10      0.00    458.58
    420    135.78      0.00    364.99      0.00    279.20      0.00    395.94      0.00    348.13
    421    126.52      0.00    327.97      0.00    269.41      0.00    858.07      0.00     50.00
    422    240.82      0.00    354.09      0.00    189.56      0.00    400.92      0.00     50.00
    423    214.05      0.00    312.18      0.00     91.22      0.00    553.29      0.00     50.00
    424     70.30      0.00    370.61      0.00    335.37      0.00    703.51      0.00    297.25
    425     82.32      0.00    349.55      0.00    294.37      0.00    870.07      0.00     50.00
    426    105.71      0.00    231.84      0.00    206.20      0.00    356.44      0.00     50.00
    427    308.75      0.00    333.27      0.00     53.84      0.00    521.89      0.00     50.00
    428    158.63      0.00    545.65      0.00    305.42      0.00    184.43      0.00     50.00
    429    114.84      0.00    446.05      0.00    508.50      0.00   1745.77      0.00     50.00
    430     81.11      0.00    561.84      0.00    525.37      0.00   1456.88      0.00     50.00
    431     53.51      0.00    608.73      0.00    486.99      0.00   1932.64      0.00     50.00
    432     29.12      0.00    437.33      0.00    346.03      0.00   2269.07      0.00     50.60
    433     22.52      0.00    334.86      0.00    264.76      0.00   1779.42      0.00    626.82
    434      8.81      0.00    316.71      0.00    270.66      0.00   1679.54      0.00    539.94
    435      9.84      0.00    290.69      0.00    245.97      0.00   1421.09      0.00    521.81
    436     13.21      0.00    310.44      0.00    297.14      0.00    900.78      0.00    623.61
    437     32.50      0.00    355.50      0.00    374.47      0.00    916.08      0.00    307.03
    438     56.41      0.00    408.00      0.00    365.24      0.00    693.02      0.00    329.88
    439     66.79      0.00    430.02      0.00    354.75      0.00    754.92      0.00     58.88
    440     90.86      0.00    492.25      0.00    346.65      0.00    681.71      0.00     62.48
    441    151.20      0.00    387.27      0.00    259.52      0.00    522.40      0.00    114.93
    442    246.23      0.00    292.10      0.00    127.72      0.00    475.89      0.00     50.00
    443    255.74      0.00    310.52      0.00     50.86      0.00    523.99      0.00     50.00
    444    463.75      0.00    566.41      0.00    292.60      0.00    637.95      0.00     66.63
    445     98.73      0.00    416.30      0.00    433.27      0.00   2160.46      0.00     50.00
    446     57.55      0.00    494.29      0.00    444.12      0.00   1551.77      0.00    125.32
    447     34.13      0.00    492.85      0.00    393.59      0.00   1897.00      0.00     50.00
    448     21.92      0.00    376.93      0.00    300.46      0.00   2408.53      0.00     50.00
    449     11.99      0.00    262.07      0.00    199.19      0.00   1953.41      0.00    623.66
    450      6.34      0.00    249.39      0.00    201.69      0.00   1617.06      0.00    678.30
    451     10.50      0.00    284.70      0.00    244.91      0.00    951.83      0.00    944.57
    452     19.76      0.00    322.15      0.00    292.27      0.00    663.42      0.00   1040.17
    453     41.56      0.00    396.00      0.00    339.42      0.00   1108.17      0.00    282.58
    454     41.93      0.00    453.27      0.00    368.65      0.00   1124.86      0.00     54.49
    455     62.31      0.00    474.69      0.00    359.48      0.00    942.05      0.00    215.87
    456    250.12      0.00    528.87      0.00    124.15      0.00     71.01      0.00    176.89
    457     98.90      0.00    421.21      0.00    416.58      0.00   1450.51      0.00     50.00
    458     45.50      0.00    433.07      0.00    398.45      0.00   2302.47      0.00     50.00
    459     22.53      0.00    361.04      0.00    320.94      0.00   2181.43      0.00     55.07
    460      9.47      0.00    294.69      0.00    327.09      0.00   2189.27      0.00    139.29
    461     16.25      0.00    260.56      0.00    263.00      0.00   2072.17      0.00    714.06
    462      0.50      0.00     40.00      0.00    436.12      0.00   1605.99      0.00    934.94
    463     11.77      0.00    290.69      0.00    227.28      0.00   1141.10      0.00   1239.66
    464     22.09      0.00    352.62      0.00    260.32      0.00    676.77      0.00   1231.28
    465     21.10      0.00    393.45      0.00    307.37      0.00    819.21      0.00    906.38
    466     19.23      0.00    446.51      0.00    404.01      0.00    806.38      0.00    736.54
    467     45.40      0.00    472.63      0.00    373.96      0.00    955.12      0.00    371.19
    468    116.01      0.00    274.43      0.00     73.35      0.00     73.60      0.00     50.00
    469     68.00      0.00    288.24      0.00     90.84      0.00     66.41      0.00     50.00
    470     58.07      0.00    377.99      0.00    287.53      0.00     52.13      0.00     50.00
    471     35.00      0.00    442.47      0.00    440.00      0.00   1614.39      0.00     50.00
    472     11.41      0.00    307.15      0.00    321.27      0.00   1984.43      0.00     84.65
    473     -4.90      0.00     40.00      0.00    485.35      0.00   2056.67      0.00     50.36
    474     -4.70      0.00     40.00      0.00    355.27      0.00   2024.07      0.00    268.41
    475     -1.92      0.00     40.00      0.00    431.19      0.00   1531.76      0.00    778.25
    476     -4.70      0.00     40.00      0.00    381.08      0.00   1280.75      0.00    809.25
    477      7.90      0.00    316.52      0.00    232.54      0.00    768.36      0.00   1432.27
    478      7.32      0.00    312.23      0.00    240.25      0.00    398.83      0.00   1507.70
    479     17.08      0.00    337.99      0.00    315.19      0.00    355.09      0.00   1513.97
    480     53.32      0.00    416.68      0.00    379.68      0.00   1058.79      0.00    540.05
    481     82.33      0.00    495.05      0.00    335.71      0.00    779.55      0.00    357.05
    482    167.86      0.00    505.09      0.00    287.89      0.00    519.71      0.00     50.00
    483    168.69      0.00    306.75      0.00    132.64      0.00    659.82      0.00     50.00
    484    191.12      0.00    276.11      0.00     50.00      0.00    639.26      0.00     50.00
    485    470.21      0.00    382.78      0.00     50.00      0.00    537.65      0.00     50.00
    486     20.46      0.00    131.69      0.00     51.67      0.00    187.66      0.00     50.00
    487      5.53      0.00    147.58      0.00     54.54      0.00    283.23      0.00     50.00
    488    107.67      0.00    327.80      0.00    143.03      0.00    464.92      0.00     50.00
    489     23.52      0.00    370.86      0.00    314.01      0.00    828.39      0.00     50.00
    490    159.75      0.00    594.36      0.00    347.80      0.00    468.39      0.00    543.68
    491    123.25      0.00    465.64      0.00    368.99      0.00    865.05      0.00    789.76
    492     -7.30      0.00     40.00      0.00    617.38      0.00   1355.40      0.00    641.49
    493     -7.00      0.00     40.00      0.00    430.04      0.00   1474.38      0.00   1003.70
    494     -4.10      0.00     40.00      0.00    292.92      0.00   1222.89      0.00   1035.25
    495    -11.20      0.00     40.00      0.00    301.73      0.00    881.81      0.00   1634.60
    496     -2.70      0.00     40.00      0.00    392.00      0.00    589.54      0.00   1900.49
    497     32.66      0.00    338.26      0.00    373.49      0.00    625.78      0.00   1267.03
    498     97.42      0.00    482.93      0.00    312.58      0.00    737.79      0.00    143.28
    499    163.30      0.00    398.32      0.00    228.75      0.00    492.96      0.00     50.00
    500    390.15      0.00    431.58      0.00     70.25      0.00    657.62      0.00     50.00
    501    281.90      0.00    291.57      0.00     50.00      0.00    699.43      0.00     50.00
    502     67.69      0.00    440.16      0.00    352.60      0.00    930.51      0.00    653.65
    503    108.96      0.00    484.54      0.00    315.39      0.00    841.36      0.00    182.90
    504    214.46      0.00    507.35      0.00    303.51      0.00    556.91      0.00     50.00
    505    188.41      0.00    303.54      0.00    181.48      0.00    507.76      0.00     50.00
    506    325.60      0.00    325.88      0.00     50.00      0.00    708.51      0.00     50.00
    507    298.02      0.00    438.02      0.00     50.41      0.00    633.49      0.00     50.00
    508    291.12      0.00    459.57      0.00    230.56      0.00    476.19      0.00     50.00
    509    229.72      0.00    333.49      0.00    146.35      0.00    516.83      0.00     50.00
    510    595.18      0.00    575.87      0.00     50.71      0.00    613.15      0.00     50.00
    511     12.27      0.00    283.10      0.00    225.06      0.00    532.16      0.00   1883.95
    512     42.48      0.00    388.74      0.00    376.10      0.00    558.29      0.00   1207.40
    513     56.53      0.00    444.43      0.00    331.22      0.00   1007.11      0.00    575.65
    514     76.19      0.00    431.09      0.00    309.87      0.00   1032.98      0.00     50.00
    515    108.02      0.00    376.65      0.00    329.28      0.00    559.98      0.00     50.00
    516    162.45      0.00    374.21      0.00    296.16      0.00    425.99      0.00     50.00
    517    796.35      0.00    589.97      0.00    122.61      0.00    516.20      0.00     50.00
    518    796.76      0.00    722.14      0.00     50.65      0.00    567.79      0.00     50.00
    519    -11.80      0.00     40.00      0.00    252.73      0.00    745.98      0.00   1746.60
    520    -14.00      0.00     40.00      0.00    428.01      0.00    561.70      0.00   1726.53
    521    307.43      0.00    345.56      0.00     50.00      0.00    387.35      0.00     50.00
    522      0.00      0.00     78.33      0.00     50.00      0.00    483.18      0.00     50.00
    523      0.00      0.00    139.15      0.00     61.84      0.00    699.97      0.00     50.00
    524      3.50      0.00    210.32      0.00    124.94      0.00    658.03      0.00     50.00
    525      0.00      0.00    337.05      0.00    225.46      0.00    159.46      0.00     50.06
    526    176.13      0.00    508.51      0.00    250.06      0.00     50.00      0.00    750.34
    527    -10.30      0.00     40.00      0.00    659.87      0.00    240.75      0.00    928.45
    528      0.00      0.00     75.79      0.00     50.00      0.00    579.30      0.00     50.00
    529     15.54      0.00    193.54      0.00     61.83      0.00    530.31      0.00     50.00
    530     86.17      0.00    232.31      0.00    101.41      0.00    334.46      0.00     50.00
    531      3.43      0.00    279.79      0.00    165.94      0.00     69.90      0.00     50.00
    532    -12.10      0.00     40.00      0.00    460.29      0.00     50.00      0.00    199.22
    533    -10.90      0.00     40.00      0.00    566.04      0.00     86.49      0.00     74.07
    534    -11.70      0.00     40.00      0.00    610.46      0.00    454.15      0.00    742.05
    535     64.48      0.00    350.13      0.00    141.15      0.00     81.27      0.00     50.00
    536     75.14      0.00    332.25      0.00    164.96      0.00     52.44      0.00     50.00
    537    152.86      0.00    413.14      0.00    182.57      0.00    533.32      0.00     50.00
    538     39.92      0.00    359.42      0.00    253.41      0.00    399.48      0.00    192.42
    539     -9.10      0.00     40.00      0.00    442.92      0.00    545.92      0.00   1176.39
    540    -13.40      0.00     40.00      0.00    271.77      0.00    550.36      0.00   1746.51
    541    -10.60      0.00     40.00      0.00    354.27      0.00    559.13      0.00   1984.90
    542    -12.00      0.00     40.00      0.00    366.08      0.00    572.05      0.00   1522.26
    543    -13.90      0.00     40.00      0.00    357.91      0.00    504.49      0.00   1828.48
    544     13.08      0.00    339.74      0.00    291.51      0.00    170.50      0.00   1791.65
    545     50.48      0.00    414.44      0.00    380.99      0.00    406.42      0.00   1357.07
    546     76.86      0.00    441.58      0.00    336.01      0.00   1134.88      0.00    479.32
    547    112.70      0.00    437.21      0.00    310.16      0.00   1160.06      0.00     67.10
    548    252.76      0.00    494.18      0.00    331.39      0.00    656.26      0.00     50.06
    549    261.01      0.00    438.18      0.00    255.46      0.00    408.04      0.00     50.00
    550    192.53      0.00    380.21      0.00    147.75      0.00    485.37      0.00     50.00
    551    744.46      0.00    799.46      0.00     50.85      0.00    536.95      0.00     53.55
    552    -11.85      0.00     40.00      0.00    450.08      0.00    400.40      0.00   1424.38
    553     -7.60      0.00     40.00      0.00    538.64      0.00    325.78      0.00   1665.79
    554     73.06      0.00    324.20      0.00    198.80      0.00    559.99      0.00    774.37
    555     41.21      0.00    347.31      0.00    240.63      0.00    458.64      0.00    754.14
    556    -10.20      0.00     40.00      0.00    399.28      0.00    697.23      0.00    869.60
    557     -5.90      0.00     40.00      0.00    548.36      0.00    265.56      0.00   1137.06
    558     -5.80      0.00     40.00      0.00    637.19      0.00    239.26      0.00   1722.90
    559     14.23      0.00    311.50      0.00    443.01      0.00    209.81      0.00   1849.12
    560     47.70      0.00    358.48      0.00    438.57      0.00    602.73      0.00   1244.43
    561     77.33      0.00    390.15      0.00    366.16      0.00    916.12      0.00    810.35
    562    115.67      0.00    404.32      0.00    314.48      0.00    851.08      0.00    152.77
    563    147.96      0.00    337.19      0.00    114.44      0.00    699.29      0.00     50.00
    564    255.31      0.00    428.02      0.00     50.00      0.00    634.80      0.00     50.00
    565    711.57      0.00    807.97      0.00     98.81      0.00    554.36      0.00     50.00
    566    907.21      0.00    749.39      0.00     52.24      0.00    511.15      0.00     65.33
    567     -1.10      0.00     40.00      0.00    668.92      0.00    221.94      0.00   1937.48
    568     17.03      0.00    291.47      0.00    437.32      0.00    270.18      0.00   2018.38
    569     43.68      0.00    328.17      0.00    437.70      0.00    547.76      0.00   1365.29
    570     79.60      0.00    343.30      0.00    404.70      0.00    679.24      0.00    714.38
    571    125.00      0.00    326.47      0.00    370.36      0.00    621.81      0.00    236.68
    572    275.64      0.00    384.21      0.00     66.77      0.00    695.40      0.00     50.00
    573    305.92      0.00    454.47      0.00     50.00      0.00    594.04      0.00     50.00
    574     -6.60      0.00     40.00      0.00    342.75      0.00    638.03      0.00    518.85
    575     -1.70      0.00     40.00      0.00    616.83      0.00    282.73      0.00    214.61
    576      2.00      0.00     40.00      0.00    585.86      0.00    313.13      0.00   1269.80
    577     19.26      0.00    249.74      0.00    344.77      0.00    527.46      0.00   1666.21
    578     32.15      0.00    237.78      0.00    393.78      0.00    704.70      0.00   1664.84
    579     45.82      0.00    277.26      0.00    437.26      0.00    642.49      0.00   1419.18
    580     72.53      0.00    274.81      0.00    460.62      0.00    538.90      0.00    766.15
    581    105.58      0.00    278.09      0.00    417.40      0.00    379.07      0.00    422.20
    582    181.56      0.00    307.99      0.00    191.56      0.00    568.73      0.00     50.00
    583    406.84      0.00    443.89      0.00     61.67      0.00    525.79      0.00     50.00
    584     55.23      0.00    218.80      0.00    414.11      0.00    638.01      0.00   1515.62
    585     94.54      0.00    249.96      0.00    533.12      0.00    378.34      0.00    847.94
    586    173.37      0.00    305.98      0.00    339.97      0.00    458.42      0.00     50.01
    587    227.88      0.00    313.21      0.00    238.89      0.00    489.43      0.00     50.00
    588    424.18      0.00    450.67      0.00     57.66      0.00    516.63      0.00     61.58
    589     46.20      0.00    239.52      0.00    234.68      0.00    598.77      0.00    256.89
    590     -3.80      0.00     40.00      0.00    393.93      0.00    516.89      0.00    103.54
    591     -0.90      0.00     40.00     87.29    677.86      0.00    477.23      0.00     50.00
    592      3.30      0.00     40.00     67.70    554.38      0.00    292.84      0.00    773.02
    593     16.88      0.00    218.92     41.84    294.51      0.00    402.58      0.00   1334.35
    594     32.12      0.00    202.38     31.72    301.01      0.00    475.58      0.00   1887.82
    595     66.00      0.00    205.83      0.00    353.78      0.00    561.34      0.00   1844.94
    596     95.32      0.00    241.64      0.00    501.23      0.00    417.24      0.00   1207.04
    597    132.51      0.00    273.38      0.00    498.26      0.00    365.29      0.00    548.34
    598    188.80      0.00    308.84      0.00    293.54      0.00    478.67      0.00     50.00
    599    225.02      0.00    305.90      0.00     54.41      0.00    569.20      0.00     50.01
    600    444.63      0.00    395.40      0.00     50.81      0.00    532.47      0.00     86.94
    601    457.86      0.00    359.68      9.84    631.45      0.00    547.59      0.00    247.87
    602    124.49      0.00    196.68     87.12    468.10      0.00    576.44      0.00    321.75
    603      6.99      0.00    185.80    103.07    521.14      0.00    648.57      0.00     79.33
    604     37.15      0.00    201.65     99.90    569.88      0.00    331.01      0.00     50.00
    605      6.80      0.00     40.00     59.79    598.17      0.00    219.91      0.00    814.88
    606     26.66      0.00    197.57     35.78    350.61      0.00    244.91      0.00   1395.54
    607    970.27      0.00    425.63      7.63    865.45      0.00    454.75      0.00    360.48
    608    125.53      0.00    164.84     80.77    658.16      0.00    578.39      0.00    448.40
    609    493.50      0.00    163.76      0.27    924.91      0.00    412.63      0.00    357.36
    610    111.38      0.00    258.79     76.50    572.00      0.00    696.79      0.00     50.00
    611    466.77      0.00    318.04      0.00    968.10      0.00    328.49      0.00    271.51
    612     87.59      0.00    234.39     78.73    548.05      0.00    628.51      0.00     50.00
    613    574.18      0.00    446.73      3.18    893.17      0.00    210.45      0.00    113.50
    614    116.36      0.00    193.05     61.33    714.78      0.00    476.00      0.00     76.58
    615     26.73      0.00    200.18     41.27    472.02      0.00     74.76      0.00   1284.54
    616     46.90      0.00    158.27     44.19    349.51      0.00    304.31      0.00   2013.96
    617     60.54      0.00    188.03      0.00    345.58      0.00    492.81      0.00   2001.73
    618     78.74      0.00    216.90      0.00    481.08      0.00    375.97      0.00   1278.69
    619     99.47      0.00    251.65      0.00    518.68      0.00    371.43      0.00    433.23
    620    111.13      0.00    217.21      0.00    353.55      0.00    410.66      0.00     50.00
    621    172.42      0.00    334.71      0.00    161.16      0.00    429.17      0.00     50.76
    622    215.21      0.00    244.76      0.00     90.46      0.00    449.64      0.00    101.82
    623    343.94      0.00    247.94      0.00     50.00      0.00    533.02      0.00    101.40
    624     77.99      0.00    164.38     44.71    366.18      0.00    414.01      0.00   2116.89
    625    113.07      0.00    263.88      0.00    461.28      0.00    393.38      0.00   1092.07
    626    157.83      0.00    279.52      0.00    539.10      0.00    355.48      0.00    481.58
    627    228.98      0.00    328.84      0.00    446.75      0.00    328.72      0.00     50.00
    628    257.09      0.00    315.42      0.00    211.01      0.00    357.90      0.00     62.43
    629    436.12      0.00    367.94      0.00    110.61      0.00    394.72      0.00    147.12
    630    372.85      0.00    383.41      0.00     56.86      0.00    456.04      0.00    164.15
    631    798.92      0.00    422.28      0.00    962.37      0.00     77.56      0.00    657.45
    632     97.20      0.00    234.00     42.10    638.92      0.00     52.06      0.00   1380.62
    633     26.32      0.00    181.71     38.72    514.68      0.00     50.00      0.00   1769.03
    634     53.44      0.00    137.89     55.09    370.84      0.00    265.41      0.00   2202.92
    635     81.87      0.00    205.50     34.25    281.60      0.00    405.10      0.00   2127.48
    636    107.55      0.00    250.00      0.00    408.81      0.00    389.88      0.00   1275.46
    637    153.53      0.00    262.63      0.00    518.21      0.00    344.18      0.00    655.67
    638    214.55      0.00    299.97      0.00    391.20      0.00    363.46      0.00     50.05
    639    194.21      0.00    231.24      0.00    175.57      0.00    379.44      0.00     91.92
    640    205.19      0.00    239.99      0.00     82.40      0.00    387.79      0.00    167.94
    641    244.36      0.00    269.92      0.00     50.00      0.00    504.72      0.00     93.75
    642    125.07      0.00    216.61      0.00    469.45      0.00    314.75      0.00    804.02
    643    136.47      0.00    230.56      0.00    339.48      0.00    408.93      0.00    171.74
    644    238.38      0.00    267.39      0.00    197.24      0.00    351.58      0.00    119.72
    645    309.77      0.00    289.01      0.00    130.14      0.00    333.19      0.00    187.92
    646    373.56      0.00    321.61      0.00     50.00      0.00    514.54      0.00     75.25
    647    941.81      0.00    449.96      1.58    912.63      0.00     78.28      0.00   1258.50
    648    102.96      0.00    201.48     39.87    605.43      0.00     82.40      0.00   2101.89
    649     44.99      0.00    157.93     40.42    497.22      0.00    115.56      0.00   2263.52
    650     65.28      0.00    146.51     77.23    313.77      0.00    492.83      0.00   2164.21
    651     79.12      0.00    178.72     29.16    265.88      0.00    511.45      0.00   1983.59
    652    111.91      0.00    226.58      0.00    372.21      0.00    359.33      0.00   1394.43
    653    142.34      0.00    154.39      0.00    455.23      0.00    269.56      0.00   1085.26
    654    107.43      0.00    124.45      0.00    363.13      0.00    412.01      0.00    208.63
    655    223.14      0.00    242.34      0.00    321.23      0.00    211.41      0.00    188.74
    656    260.34      0.00    233.30      0.00    211.83      0.00    191.64      0.00    282.83
    657    242.51      0.00    255.72      0.00     50.00      0.00    528.93      0.00     70.03
    658    432.82      0.00    310.11     10.50    838.57      0.00     96.01      0.00   1349.11
    659     87.21      0.00    244.42     46.60    477.55      0.00    172.47      0.00   2177.00
    660     37.94      0.00    184.94     75.55    321.88      0.00    443.90      0.00   2177.90
    661     59.19      0.00    151.73    100.12    238.92      0.00    610.06      0.00   2128.69
    662     85.19      0.00    164.22     78.94    169.04      0.00    633.66      0.00   2007.14
    663    113.03      0.00    189.94     20.38    309.04      0.00    379.75      0.00   1636.98
    664    150.81      0.00    162.68      0.00    511.84      0.00    282.41      0.00   1098.79
    665    258.80      0.00    243.39      0.00    516.52      0.00    393.56      0.00    386.38
    666    353.93      0.00    272.94      0.00    440.06      0.00    113.34      0.00    206.00
    667    295.77      0.00    328.41      0.00    216.67      0.00    187.59      0.00    283.89
    668    631.23      0.00    364.38      0.00     63.46      0.00    545.53      0.00     71.75
    669    404.95      0.00    141.18     12.47    635.77      0.00     83.74      0.00   1254.67
    670    106.54      0.00    201.29    110.88    382.00      0.00    339.14      0.00   1935.17
    671     64.06      0.00    201.01     86.63    277.81      0.00    479.04      0.00   2303.30
    672     64.59      0.00    154.02     75.01    251.09      0.00    575.05      0.00   2203.74
    673     84.94      0.00    150.00     48.23    226.16      0.00    546.42      0.00   2161.58
    674    112.58      0.00    101.28     36.93    430.48      0.00    315.75      0.00   1861.26
    675    179.24      0.00    139.07      0.00    585.25      0.00    323.33      0.00   1141.72
    676    240.69      0.00    223.21      0.00    599.13      0.00    388.95      0.00    425.38
