C*******************************************************************************
C
C                  INTEGRATED WATER FLOW MODEL (IWFM)
C
C*******************************************************************************
C
C                   TIME SERIES BOUNDARY CONDITION DATA
C                        Groundwater Component
C                         *** Version 4.0 ***
C
C
C             Project:  C2VSim Coarse Grid (C2VSimCG)
C                       California Central Valley Groundwater-Surface Water Simulation Model
C             Filename: C2VSimCG_TimeSeriesBC.dat
C             Version:  C2VSimCG v2025 
C
C*******************************************************************************
C
C  California Central Valley Groundwater-Surface Water Flow Model - Coarse Grid (C2VSimCG)
C  Copyright (C) 2003-2025
C  State of California, Department of Water Resources 
C
C  This model is free: you can redistribute it and/or modify it 
C  under the terms of the GNU General Public License as published 
C  by the Free Software Foundation, either version 3 of the License, 
C  or (at your option) any later version.
C
C  This model is distributed in the hope that it will be useful, but  
C  WITHOUT ANY WARRANTY; without even the implied warranty of MERCHANTABILITY
C  or FITNESS FOR A PARTICULAR PURPOSE. See the GNU General Public 
C  License for more details.
C
C  You should have received a copy of the GNU General Public License 
C  along with this model. If not, see (https://www.gnu.org/licenses/).
C
C  For technical support, e-mail: IWFMtechsupport@water.ca.gov 
C
C*******************************************************************************
C                          File Description
C
C   This data file contains the time series data for the specified flow, specified  
C   head, general head and/or constrained general head boundary conditions. The file  
C   provides time series data for the groundwater nodes specified in Boundary Conditions  
C   Data File.
C
C*******************************************************************************
C                    Time Series Boundary Condition Specifications
C
C   The following lists the time series values for the groundwater nodes 
C   specified in Boundary Conditions Data File. 
C
C   NBTSD  ; Number of columns (or pathnames if DSS files are used) 
C   FACTHTS; Conversion factor for head values 
C   FACTQTS; Conversion factor for flow values 
C             It is used to convert only the spatial component of the unit; 
C             DO NOT include the conversion factor for time component of the unit.
C             * e.g. Unit of flow listed in this file          = AC-FT/MONTH
C                    Consistent unit used in simulation        = CU.FT/DAY 
C                    Enter FACTQTS (AC-FT/MONTH -> CU.FT/MONTH)= 43560.0 
C                     (conversion of MONTH -> DAY is performed automatically) 
C   NSPHTS;  Number of time steps to update the time series boundary condition data
C             * Enter any number if time-tracking option is on
C   NFQHTS;  Repetition frequency of the time series boundary condition data 
C             * Enter 0 if full time series data is supplied
C             * Enter any number if time-tracking option is on
C   DSSFL ;  The name of the DSS file for data input (maximum 50 characters); 
C             * Leave blank if DSS file is not used for data input
C
C-------------------------------------------------------------------------------
C         VALUE                                      DESCRIPTION
C-------------------------------------------------------------------------------
          6                                          / NBTSD   
          1                                          / FACTHTS
          1                                          / FACTQTS
          0                                          / NSPHTS  
          0                                          / NFQHTS  
                                                     / DSSFL
C-------------------------------------------------------------------------------
C                    Time Series Boundary Condition Data
C                         (READ FROM THIS FILE)
C
C   List the time series boundary condition data below, if it will not be read 
C   from a DSS file (i.e. DSSFL is left blank above).
C
C   ITHTS;  Time
C   HQTS ;  Time series boundary values; [L] or [L^3/T] 
C
C----------------------------------------------------------------------------------------------------------- 
C   ITHTS   HQTS(1)  HQTS(2)  HQTS(3) ...
C-----------------------------------------------------------------------------------------------------------
C                          1         2         3         4         5         6 
  07/31/1981_24:00    451.15    214.99    127.04   9999.00   9999.00   9999.00
  08/31/1981_24:00    450.20    213.17    126.42   9999.00   9999.00   9999.00
  09/30/1981_24:00    447.95    209.58    125.29   9999.00   9999.00   9999.00
  10/31/1981_24:00    445.23    210.43    125.27   9999.00   9999.00   9999.00
  11/30/1981_24:00    447.31    212.81    125.57   9999.00   9999.00   9999.00
  12/31/1981_24:00    452.33    212.57    127.65   9999.00   9999.00   9999.00
  01/31/1982_24:00    445.65    209.03    126.83   9999.00   9999.00   9999.00
  02/28/1982_24:00    449.40    216.21    126.81   9999.00   9999.00   9999.00
  03/31/1982_24:00    456.83    219.39    126.96   9999.00   9999.00   9999.00
  04/30/1982_24:00    467.05    224.07    127.42   9999.00   9999.00   9999.00
  05/31/1982_24:00    463.45    228.74    126.50   9999.00   9999.00   9999.00
  06/30/1982_24:00    452.06    234.10    126.62   9999.00   9999.00   9999.00
  07/31/1982_24:00    448.34    230.42    126.82   9999.00   9999.00   9999.00
  08/31/1982_24:00    444.10    227.86    127.20   9999.00   9999.00   9999.00
  09/30/1982_24:00    440.28    224.40    126.97   9999.00   9999.00   9999.00
  10/31/1982_24:00    433.02    218.85    126.11   9999.00   9999.00   9999.00
  11/30/1982_24:00    431.89    211.20    126.27   9999.00   9999.00   9999.00
  12/31/1982_24:00    432.57    210.99    126.66   9999.00   9999.00   9999.00
  01/31/1983_24:00    438.71    214.79    126.98   9999.00   9999.00   9999.00
  02/28/1983_24:00    444.95    216.13    127.76   9999.00   9999.00   9999.00
  03/31/1983_24:00    453.22    217.64    127.95   9999.00   9999.00   9999.00
  04/30/1983_24:00    462.47    209.78    127.35   9999.00   9999.00   9999.00
  05/31/1983_24:00    468.49    211.15    127.89   9999.00   9999.00   9999.00
  06/30/1983_24:00    463.70    231.66    128.60   9999.00   9999.00   9999.00
  07/31/1983_24:00    459.45    233.24    129.18   9999.00   9999.00   9999.00
  08/31/1983_24:00    454.89    230.94    130.99   9999.00   9999.00   9999.00
  09/30/1983_24:00    445.25    224.80    130.49   9999.00   9999.00   9999.00
  10/31/1983_24:00    435.76    217.44    130.02   9999.00   9999.00   9999.00
  11/30/1983_24:00    437.70    212.77    131.02   9999.00   9999.00   9999.00
  12/31/1983_24:00    438.39    210.59    130.37   9999.00   9999.00   9999.00
  01/31/1984_24:00    441.60    206.16    130.08   9999.00   9999.00   9999.00
  02/29/1984_24:00    450.12    208.37    129.20   9999.00   9999.00   9999.00
  03/31/1984_24:00    462.19    211.32    127.47   9999.00   9999.00   9999.00
  04/30/1984_24:00    465.53    214.55    127.38   9999.00   9999.00   9999.00
  05/31/1984_24:00    461.68    226.24    128.14   9999.00   9999.00   9999.00
  06/30/1984_24:00    456.90    232.42    127.52   9999.00   9999.00   9999.00
  07/31/1984_24:00    454.37    232.08    127.83   9999.00   9999.00   9999.00
  08/31/1984_24:00    447.84    229.83    128.07   9999.00   9999.00   9999.00
  09/30/1984_24:00    440.21    224.58    126.90   9999.00   9999.00   9999.00
  10/31/1984_24:00    434.46    220.17    126.63   9999.00   9999.00   9999.00
  11/30/1984_24:00    437.19    218.23    127.67   9999.00   9999.00   9999.00
  12/31/1984_24:00    443.69    216.51    127.47   9999.00   9999.00   9999.00
  01/31/1985_24:00    444.21    216.18    125.83   9999.00   9999.00   9999.00
  02/28/1985_24:00    447.46    215.35    126.55   9999.00   9999.00   9999.00
  03/31/1985_24:00    449.98    219.25    129.30   9999.00   9999.00   9999.00
  04/30/1985_24:00    454.95    223.69    129.82   9999.00   9999.00   9999.00
  05/31/1985_24:00    454.05    219.86    127.45   9999.00   9999.00   9999.00
  06/30/1985_24:00    453.37    216.60    127.67   9999.00   9999.00   9999.00
  07/31/1985_24:00    448.66    212.40    130.33   9999.00   9999.00   9999.00
  08/31/1985_24:00    444.55    209.10    131.92   9999.00   9999.00   9999.00
  09/30/1985_24:00    445.31    207.81    129.16   9999.00   9999.00   9999.00
  10/31/1985_24:00    441.24    209.68    129.92   9999.00   9999.00   9999.00
  11/30/1985_24:00    438.47    211.50    135.10   9999.00   9999.00   9999.00
  12/31/1985_24:00    439.64    214.44    133.60   9999.00   9999.00   9999.00
  01/31/1986_24:00    443.66    217.36    128.32   9999.00   9999.00   9999.00
  02/28/1986_24:00    453.27    232.83    130.89   9999.00   9999.00   9999.00
  03/31/1986_24:00    442.52    222.19    130.73   9999.00   9999.00   9999.00
  04/30/1986_24:00    455.46    216.62    128.43   9999.00   9999.00   9999.00
  05/31/1986_24:00    457.90    225.99    129.70   9999.00   9999.00   9999.00
  06/30/1986_24:00    456.14    232.96    128.67   9999.00   9999.00   9999.00
  07/31/1986_24:00    454.85    230.00    130.50   9999.00   9999.00   9999.00
  08/31/1986_24:00    447.89    225.62    129.70   9999.00   9999.00   9999.00
  09/30/1986_24:00    437.33    222.33    127.34   9999.00   9999.00   9999.00
  10/31/1986_24:00    429.69    219.41    127.63   9999.00   9999.00   9999.00
  11/30/1986_24:00    426.78    216.33    131.81   9999.00   9999.00   9999.00
  12/31/1986_24:00    425.83    212.84    133.40   9999.00   9999.00   9999.00
  01/31/1987_24:00    428.95    209.60    131.78   9999.00   9999.00   9999.00
  02/28/1987_24:00    434.74    208.69    129.54   9999.00   9999.00   9999.00
  03/31/1987_24:00    445.55    207.64    129.58   9999.00   9999.00   9999.00
  04/30/1987_24:00    452.11    204.92    128.42   9999.00   9999.00   9999.00
  05/31/1987_24:00    452.23    200.88    129.90   9999.00   9999.00   9999.00
  06/30/1987_24:00    451.51    196.08    129.85   9999.00   9999.00   9999.00
  07/31/1987_24:00    450.26    190.70    130.27   9999.00   9999.00   9999.00
  08/31/1987_24:00    446.98    185.20    131.37   9999.00   9999.00   9999.00
  09/30/1987_24:00    439.91    180.55    132.05   9999.00   9999.00   9999.00
  10/31/1987_24:00    433.90    178.12    133.92   9999.00   9999.00   9999.00
  11/30/1987_24:00    431.88    176.73    132.22   9999.00   9999.00   9999.00
  12/31/1987_24:00    439.58    175.33    131.10   9999.00   9999.00   9999.00
  01/31/1988_24:00    439.98    177.96    130.24   9999.00   9999.00   9999.00
  02/29/1988_24:00    444.85    178.50    130.34   9999.00   9999.00   9999.00
  03/31/1988_24:00    448.61    175.32    130.22   9999.00   9999.00   9999.00
  04/30/1988_24:00    446.85    171.90    130.90   9999.00   9999.00   9999.00
  05/31/1988_24:00    448.20    167.81    129.75   9999.00   9999.00   9999.00
  06/30/1988_24:00    447.69    160.42    129.80   9999.00   9999.00   9999.00
  07/31/1988_24:00    445.71    149.16    131.07   9999.00   9999.00   9999.00
  08/31/1988_24:00    444.31    138.16    130.94   9999.00   9999.00   9999.00
  09/30/1988_24:00    441.40    125.73    131.39   9999.00   9999.00   9999.00
  10/31/1988_24:00    435.37    126.12    130.28   9999.00   9999.00   9999.00
  11/30/1988_24:00    433.74    125.99    130.39   9999.00   9999.00   9999.00
  12/31/1988_24:00    437.09    125.75    129.89   9999.00   9999.00   9999.00
  01/31/1989_24:00    439.42    125.55    131.51   9999.00   9999.00   9999.00
  02/28/1989_24:00    442.93    125.26    131.66   9999.00   9999.00   9999.00
  03/31/1989_24:00    453.69    138.43    130.40   9999.00   9999.00   9999.00
  04/30/1989_24:00    466.81    169.37    132.38   9999.00   9999.00   9999.00
  05/31/1989_24:00    465.81    184.77    130.07   9999.00   9999.00   9999.00
  06/30/1989_24:00    463.26    191.30    129.45   9999.00   9999.00   9999.00
  07/31/1989_24:00    459.23    188.21    130.75   9999.00   9999.00   9999.00
  08/31/1989_24:00    453.21    187.58    130.31   9999.00   9999.00   9999.00
  09/30/1989_24:00    446.61    186.88    131.85   9999.00   9999.00   9999.00
  10/31/1989_24:00    440.80    188.90    127.08   9999.00   9999.00   9999.00
  11/30/1989_24:00    437.06    190.94    126.73   9999.00   9999.00   9999.00
  12/31/1989_24:00    435.96    194.09    130.77   9999.00   9999.00   9999.00
  01/31/1990_24:00    438.29    197.24    131.04   9999.00   9999.00   9999.00
  02/28/1990_24:00    441.31    196.61    131.24   9999.00   9999.00   9999.00
  03/31/1990_24:00    444.68    199.33    129.91   9999.00   9999.00   9999.00
  04/30/1990_24:00    445.69    197.28    128.75   9999.00   9999.00   9999.00
  05/31/1990_24:00    445.80    196.69    130.12   9999.00   9999.00   9999.00
  06/30/1990_24:00    447.31    196.38    130.76   9999.00   9999.00   9999.00
  07/31/1990_24:00    445.42    194.99    130.39   9999.00   9999.00   9999.00
  08/31/1990_24:00    443.65    193.67    129.20   9999.00   9999.00   9999.00
  09/30/1990_24:00    437.92    193.69    131.61   9999.00   9999.00   9999.00
  10/31/1990_24:00    430.33    193.09    131.05   9999.00   9999.00   9999.00
  11/30/1990_24:00    429.58    190.07    131.16   9999.00   9999.00   9999.00
  12/31/1990_24:00    429.37    188.56    127.26   9999.00   9999.00   9999.00
  01/31/1991_24:00    429.13    187.18    131.44   9999.00   9999.00   9999.00
  02/28/1991_24:00    429.47    186.09    130.55   9999.00   9999.00   9999.00
  03/31/1991_24:00    439.68    186.12    132.14   9999.00   9999.00   9999.00
  04/30/1991_24:00    455.28    183.85    130.56   9999.00   9999.00   9999.00
  05/31/1991_24:00    458.90    179.88    128.63   9999.00   9999.00   9999.00
  06/30/1991_24:00    458.45    180.09    129.13   9999.00   9999.00   9999.00
  07/31/1991_24:00    457.06    179.56    130.40   9999.00   9999.00   9999.00
  08/31/1991_24:00    452.50    179.08    132.25   9999.00   9999.00   9999.00
  09/30/1991_24:00    445.39    179.41    132.66   9999.00   9999.00   9999.00
  10/31/1991_24:00    438.13    181.40    130.10   9999.00   9999.00   9999.00
  11/30/1991_24:00    435.02    177.56    130.24   9999.00   9999.00   9999.00
  12/31/1991_24:00    435.23    180.81    130.96   9999.00   9999.00   9999.00
  01/31/1992_24:00    437.26    180.03    132.25   9999.00   9999.00   9999.00
  02/29/1992_24:00    446.92    182.59    133.37   9999.00   9999.00   9999.00
  03/31/1992_24:00    462.79    187.97    130.99   9999.00   9999.00   9999.00
  04/30/1992_24:00    468.47    184.98    129.98   9999.00   9999.00   9999.00
  05/31/1992_24:00    468.40    180.07    128.37   9999.00   9999.00   9999.00
  06/30/1992_24:00    467.22    179.95    129.43   9999.00   9999.00   9999.00
  07/31/1992_24:00    466.21    179.93    130.06   9999.00   9999.00   9999.00
  08/31/1992_24:00    458.99    179.04    130.88   9999.00   9999.00   9999.00
  09/30/1992_24:00    449.76    179.27    130.36   9999.00   9999.00   9999.00
  10/31/1992_24:00    444.36    179.35    126.73   9999.00   9999.00   9999.00
  11/30/1992_24:00    442.88    175.77    126.97   9999.00   9999.00   9999.00
  12/31/1992_24:00    441.43    172.48    132.00   9999.00   9999.00   9999.00
  01/31/1993_24:00    438.26    184.68    131.99   9999.00   9999.00   9999.00
  02/28/1993_24:00    450.07    198.08    129.77   9999.00   9999.00   9999.00
  03/31/1993_24:00    462.46    208.64    132.11   9999.00   9999.00   9999.00
  04/30/1993_24:00    471.84    213.42    128.98   9999.00   9999.00   9999.00
  05/31/1993_24:00    471.90    224.22    129.55   9999.00   9999.00   9999.00
  06/30/1993_24:00    471.49    232.11    130.99   9999.00   9999.00   9999.00
  07/31/1993_24:00    469.61    226.77    130.34   9999.00   9999.00   9999.00
  08/31/1993_24:00    462.73    222.93    130.16   9999.00   9999.00   9999.00
  09/30/1993_24:00    451.03    221.34    127.84   9999.00   9999.00   9999.00
  10/31/1993_24:00    446.56    219.63    128.66   9999.00   9999.00   9999.00
  11/30/1993_24:00    442.25    218.52    130.44   9999.00   9999.00   9999.00
  12/31/1993_24:00    439.75    217.32    130.06   9999.00   9999.00   9999.00
  01/31/1994_24:00    440.77    215.28    129.19   9999.00   9999.00   9999.00
  02/28/1994_24:00    447.01    213.93    129.65   9999.00   9999.00   9999.00
  03/31/1994_24:00    453.41    211.83    128.72   9999.00   9999.00   9999.00
  04/30/1994_24:00    449.16    208.59    129.19   9999.00   9999.00   9999.00
  05/31/1994_24:00    446.65    204.81    128.18   9999.00   9999.00   9999.00
  06/30/1994_24:00    445.58    203.01    130.28   9999.00   9999.00   9999.00
  07/31/1994_24:00    443.31    201.81    129.34   9999.00   9999.00   9999.00
  08/31/1994_24:00    441.05    198.75    131.36   9999.00   9999.00   9999.00
  09/30/1994_24:00    437.90    199.14    131.61   9999.00   9999.00   9999.00
  10/31/1994_24:00    429.75    200.01    129.39   9999.00   9999.00   9999.00
  11/30/1994_24:00    425.72    200.16    130.61   9999.00   9999.00   9999.00
  12/31/1994_24:00    428.12    202.41    129.77   9999.00   9999.00   9999.00
  01/31/1995_24:00    447.15    209.97    130.34   9999.00   9999.00   9999.00
  02/28/1995_24:00    440.11    209.77    130.87   9999.00   9999.00   9999.00
  03/31/1995_24:00    458.14    221.40    132.38   9999.00   9999.00   9999.00
  04/30/1995_24:00    466.34    214.77    132.62   9999.00   9999.00   9999.00
  05/31/1995_24:00    471.47    219.99    132.06   9999.00   9999.00   9999.00
  06/30/1995_24:00    469.42    227.73    130.79   9999.00   9999.00   9999.00
  07/31/1995_24:00    467.08    230.61    131.38   9999.00   9999.00   9999.00
  08/31/1995_24:00    459.57    228.99    130.51   9999.00   9999.00   9999.00
  09/30/1995_24:00    454.30    220.65    130.28   9999.00   9999.00   9999.00
  10/31/1995_24:00    447.05    214.20    125.38   9999.00   9999.00   9999.00
  11/30/1995_24:00    438.20    214.14    129.80   9999.00   9999.00   9999.00
  12/31/1995_24:00    439.14    213.36    127.95   9999.00   9999.00   9999.00
  01/31/1996_24:00    443.38    217.02    130.96   9999.00   9999.00   9999.00
  02/29/1996_24:00    449.32    215.13    129.84   9999.00   9999.00   9999.00
  03/31/1996_24:00    456.09    206.19    131.97   9999.00   9999.00   9999.00
  04/30/1996_24:00    468.08    210.04    131.93   9999.00   9999.00   9999.00
  05/31/1996_24:00    469.47    230.00    131.62   9999.00   9999.00   9999.00
  06/30/1996_24:00    469.65    232.76    131.44   9999.00   9999.00   9999.00
  07/31/1996_24:00    466.46    224.08    130.30   9999.00   9999.00   9999.00
  08/31/1996_24:00    460.59    219.12    131.45   9999.00   9999.00   9999.00
  09/30/1996_24:00    454.08    216.28    129.94   9999.00   9999.00   9999.00
  10/31/1996_24:00    445.71    219.04    123.85   9999.00   9999.00   9999.00
  11/30/1996_24:00    441.66    221.24    129.55   9999.00   9999.00   9999.00
  12/31/1996_24:00    441.42    219.88    128.92   9999.00   9999.00   9999.00
  01/31/1997_24:00    451.85    227.57    132.19   9999.00   9999.00   9999.00
