 08/31/1981_24:00     0.31     0.00     0.31    -0.28     0.00
 09/30/1981_24:00     0.03     0.00     0.05     0.01     0.25
 10/31/1981_24:00     0.13     0.00     0.00     0.29     0.50
 11/30/1981_24:00     0.46     0.00     0.00     0.57     1.00
 12/31/1981_24:00     0.33     0.00     0.00     0.85     1.00
 01/31/1982_24:00     0.18     0.00     0.00     1.00     1.00
 02/28/1982_24:00     0.02     0.00     0.00     1.00     1.00
 03/31/1982_24:00     0.00     0.00     0.00     0.90     1.00
 04/30/1982_24:00     0.04     0.00     0.04     0.33     1.00
 05/31/1982_24:00     0.45     0.00     0.45    -0.01     0.00
 06/30/1982_24:00     0.45     0.00     0.45    -0.03     0.00
 07/31/1982_24:00     0.42     0.00     0.42    -0.01     0.00
 08/31/1982_24:00     0.31     0.00     0.31    -0.28     0.00
 09/30/1982_24:00     0.03     0.00     0.05     0.01     0.25
 10/31/1982_24:00     0.13     0.00     0.00     0.29     0.50
 11/30/1982_24:00     0.46     0.00     0.00     0.57     1.00
 12/31/1982_24:00     0.33     0.00     0.00     0.85     1.00
 01/31/1983_24:00     0.18     0.00     0.00     1.00     1.00
 02/28/1983_24:00     0.02     0.00     0.00     1.00     1.00
 03/31/1983_24:00     0.00     0.00     0.00     0.90     1.00
 04/30/1983_24:00     0.04     0.00     0.04     0.33     1.00
 05/31/1983_24:00     0.45     0.00     0.45    -0.01     0.00
 06/30/1983_24:00     0.45     0.00     0.45    -0.03     0.00
 07/31/1983_24:00     0.42     0.00     0.42    -0.01     0.00
 08/31/1983_24:00     0.31     0.00     0.31    -0.28     0.00
 09/30/1983_24:00     0.03     0.00     0.05     0.01     0.25
 10/31/1983_24:00     0.13     0.00     0.00     0.29     0.50
 11/30/1983_24:00     0.46     0.00     0.00     0.57     1.00
 12/31/1983_24:00     0.33     0.00     0.00     0.85     1.00
 01/31/1984_24:00     0.18     0.00     0.00     1.00     1.00
 02/29/1984_24:00     0.02     0.00     0.00     1.00     1.00
 03/31/1984_24:00     0.00     0.00     0.00     0.90     1.00
 04/30/1984_24:00     0.04     0.00     0.04     0.33     1.00
 05/31/1984_24:00     0.45     0.00     0.45    -0.01     0.00
 06/30/1984_24:00     0.45     0.00     0.45    -0.03     0.00
 07/31/1984_24:00     0.42     0.00     0.42    -0.01     0.00
 08/31/1984_24:00     0.31     0.00     0.31    -0.28     0.00
 09/30/1984_24:00     0.03     0.00     0.05     0.01     0.25
 10/31/1984_24:00     0.13     0.00     0.00     0.29     0.50
 11/30/1984_24:00     0.46     0.00     0.00     0.57     1.00
 12/31/1984_24:00     0.33     0.00     0.00     0.85     1.00
 01/31/1985_24:00     0.18     0.00     0.00     1.00     1.00
 02/28/1985_24:00     0.02     0.00     0.00     1.00     1.00
 03/31/1985_24:00     0.00     0.00     0.00     0.90     1.00
 04/30/1985_24:00     0.04     0.00     0.04     0.33     1.00
 05/31/1985_24:00     0.45     0.00     0.45    -0.01     0.00
 06/30/1985_24:00     0.45     0.00     0.45    -0.03     0.00
 07/31/1985_24:00     0.42     0.00     0.42    -0.01     0.00
 08/31/1985_24:00     0.31     0.00     0.31    -0.28     0.00
 09/30/1985_24:00     0.03     0.00     0.05     0.01     0.25
 10/31/1985_24:00     0.13     0.00     0.00     0.29     0.50
 11/30/1985_24:00     0.46     0.00     0.00     0.57     1.00
 12/31/1985_24:00     0.33     0.00     0.00     0.85     1.00
 01/31/1986_24:00     0.18     0.00     0.00     1.00     1.00
 02/28/1986_24:00     0.02     0.00     0.00     1.00     1.00
 03/31/1986_24:00     0.00     0.00     0.00     0.90     1.00
 04/30/1986_24:00     0.04     0.00     0.04     0.33     1.00
 05/31/1986_24:00     0.45     0.00     0.45    -0.01     0.00
 06/30/1986_24:00     0.45     0.00     0.45    -0.03     0.00
 07/31/1986_24:00     0.42     0.00     0.42    -0.01     0.00
 08/31/1986_24:00     0.31     0.00     0.31    -0.28     0.00
 09/30/1986_24:00     0.03     0.00     0.05     0.01     0.25
 10/31/1986_24:00     0.13     0.00     0.00     0.29     0.50
 11/30/1986_24:00     0.46     0.00     0.00     0.57     1.00
 12/31/1986_24:00     0.33     0.00     0.00     0.85     1.00
 01/31/1987_24:00     0.18     0.00     0.00     1.00     1.00
 02/28/1987_24:00     0.02     0.00     0.00     1.00     1.00
 03/31/1987_24:00     0.00     0.00     0.00     0.90     1.00
 04/30/1987_24:00     0.04     0.00     0.04     0.33     1.00
 05/31/1987_24:00     0.45     0.00     0.45    -0.01     0.00
 06/30/1987_24:00     0.45     0.00     0.45    -0.03     0.00
 07/31/1987_24:00     0.42     0.00     0.42    -0.01     0.00
 08/31/1987_24:00     0.31     0.00     0.31    -0.28     0.00
 09/30/1987_24:00     0.03     0.00     0.05     0.01     0.25
 10/31/1987_24:00     0.13     0.00     0.00     0.29     0.50
 11/30/1987_24:00     0.46     0.00     0.00     0.57     1.00
 12/31/1987_24:00     0.33     0.00     0.00     0.85     1.00
 01/31/1988_24:00     0.18     0.00     0.00     1.00     1.00
 02/29/1988_24:00     0.02     0.00     0.00     1.00     1.00
 03/31/1988_24:00     0.00     0.00     0.00     0.90     1.00
 04/30/1988_24:00     0.04     0.00     0.04     0.33     1.00
 05/31/1988_24:00     0.45     0.00     0.45    -0.01     0.00
 06/30/1988_24:00     0.45     0.00     0.45    -0.03     0.00
 07/31/1988_24:00     0.42     0.00     0.42    -0.01     0.00
 08/31/1988_24:00     0.31     0.00     0.31    -0.28     0.00
 09/30/1988_24:00     0.03     0.00     0.05     0.01     0.25
 10/31/1988_24:00     0.13     0.00     0.00     0.29     0.50
 11/30/1988_24:00     0.46     0.00     0.00     0.57     1.00
 12/31/1988_24:00     0.33     0.00     0.00     0.85     1.00
 01/31/1989_24:00     0.18     0.00     0.00     1.00     1.00
 02/28/1989_24:00     0.02     0.00     0.00     1.00     1.00
 03/31/1989_24:00     0.00     0.00     0.00     0.90     1.00
 04/30/1989_24:00     0.04     0.00     0.04     0.33     1.00
 05/31/1989_24:00     0.45     0.00     0.45    -0.01     0.00
 06/30/1989_24:00     0.45     0.00     0.45    -0.03     0.00
 07/31/1989_24:00     0.42     0.00     0.42    -0.01     0.00
 08/31/1989_24:00     0.31     0.00     0.31    -0.28     0.00
 09/30/1989_24:00     0.03     0.00     0.05     0.01     0.25
 10/31/1989_24:00     0.13     0.00     0.00     0.29     0.50
 11/30/1989_24:00     0.46     0.00     0.00     0.57     1.00
 12/31/1989_24:00     0.33     0.00     0.00     0.85     1.00
 01/31/1990_24:00     0.18     0.00     0.00     1.00     1.00
 02/28/1990_24:00     0.02     0.00     0.00     1.00     1.00
 03/31/1990_24:00     0.00     0.00     0.00     0.90     1.00
 04/30/1990_24:00     0.04     0.00     0.04     0.33     1.00
 05/31/1990_24:00     0.45     0.00     0.45    -0.01     0.00
 06/30/1990_24:00     0.45     0.00     0.45    -0.03     0.00
 07/31/1990_24:00     0.42     0.00     0.42    -0.01     0.00
 08/31/1990_24:00     0.31     0.00     0.31    -0.28     0.00
 09/30/1990_24:00     0.03     0.00     0.05     0.01     0.25
 10/31/1990_24:00     0.13     0.00     0.00     0.29     0.50
 11/30/1990_24:00     0.46     0.00     0.00     0.57     1.00
 12/31/1990_24:00     0.33     0.00     0.00     0.85     1.00
 01/31/1991_24:00     0.18     0.00     0.00     1.00     1.00
 02/28/1991_24:00     0.02     0.00     0.00     1.00     1.00
 03/31/1991_24:00     0.00     0.00     0.00     0.90     1.00
 04/30/1991_24:00     0.04     0.00     0.04     0.33     1.00
 05/31/1991_24:00     0.45     0.00     0.45    -0.01     0.00
 06/30/1991_24:00     0.45     0.00     0.45    -0.03     0.00
 07/31/1991_24:00     0.42     0.00     0.42    -0.01     0.00
 08/31/1991_24:00     0.31     0.00     0.31    -0.28     0.00
 09/30/1991_24:00     0.03     0.00     0.05     0.01     0.25
 10/31/1991_24:00     0.13     0.00     0.00     0.29     0.50
 11/30/1991_24:00     0.46     0.00     0.00     0.57     1.00
 12/31/1991_24:00     0.33     0.00     0.00     0.85     1.00
 01/31/1992_24:00     0.18     0.00     0.00     1.00     1.00
 02/29/1992_24:00     0.02     0.00     0.00     1.00     1.00
 03/31/1992_24:00     0.00     0.00     0.00     0.90     1.00
 04/30/1992_24:00     0.04     0.00     0.04     0.33     1.00
 05/31/1992_24:00     0.45     0.00     0.45    -0.01     0.00
 06/30/1992_24:00     0.45     0.00     0.45    -0.03     0.00
 07/31/1992_24:00     0.42     0.00     0.42    -0.01     0.00
 08/31/1992_24:00     0.31     0.00     0.31    -0.28     0.00
 09/30/1992_24:00     0.03     0.00     0.05     0.01     0.25
 10/31/1992_24:00     0.13     0.00     0.00     0.29     0.50
 11/30/1992_24:00     0.46     0.00     0.00     0.57     1.00
 12/31/1992_24:00     0.33     0.00     0.00     0.85     1.00
 01/31/1993_24:00     0.18     0.00     0.00     1.00     1.00
 02/28/1993_24:00     0.02     0.00     0.00     1.00     1.00
 03/31/1993_24:00     0.00     0.00     0.00     0.90     1.00
 04/30/1993_24:00     0.04     0.00     0.04     0.33     1.00
 05/31/1993_24:00     0.45     0.00     0.45    -0.01     0.00
 06/30/1993_24:00     0.45     0.00     0.45    -0.03     0.00
 07/31/1993_24:00     0.42     0.00     0.42    -0.01     0.00
 08/31/1993_24:00     0.31     0.00     0.31    -0.28     0.00
 09/30/1993_24:00     0.03     0.00     0.05     0.01     0.25
 10/31/1993_24:00     0.13     0.00     0.00     0.29     0.50
 11/30/1993_24:00     0.46     0.00     0.00     0.57     1.00
 12/31/1993_24:00     0.33     0.00     0.00     0.85     1.00
 01/31/1994_24:00     0.18     0.00     0.00     1.00     1.00
 02/28/1994_24:00     0.02     0.00     0.00     1.00     1.00
 03/31/1994_24:00     0.00     0.00     0.00     0.90     1.00
 04/30/1994_24:00     0.04     0.00     0.04     0.33     1.00
 05/31/1994_24:00     0.45     0.00     0.45    -0.01     0.00
 06/30/1994_24:00     0.45     0.00     0.45    -0.03     0.00
 07/31/1994_24:00     0.42     0.00     0.42    -0.01     0.00
 08/31/1994_24:00     0.31     0.00     0.31    -0.28     0.00
 09/30/1994_24:00     0.03     0.00     0.05     0.01     0.25
 10/31/1994_24:00     0.12     0.00     0.00     0.29     0.50
 11/30/1994_24:00     0.36     0.00     0.00     0.57     1.00
 12/31/1994_24:00     0.26     0.00     0.00     0.85     1.00
