 05/31/1979_24:00        0.28    0.28    0.28    0.00    0.00    0.14    0.14    0.14    0.00    0.00    0.00
 06/30/1979_24:00        0.22    0.22    0.22    0.00    0.00    0.11    0.11    0.11    0.00    0.00    0.00
 07/31/1979_24:00        0.22    0.22    0.22    0.00    0.00    0.11    0.11    0.11    0.00    0.00    0.00
 08/31/1979_24:00        0.16    0.16    0.16    0.00    0.00    0.08    0.08    0.08    0.00    0.00    0.00
 09/30/1979_24:00        0.03    0.03    0.03    0.00    0.00    0.02    0.02    0.02    0.00    0.00    0.00
 10/31/1979_24:00        0.27    0.27    0.00    0.00    0.00    0.14    0.14    0.00    0.00    0.00    0.00
 11/30/1979_24:00        0.13    0.13    0.00    0.00    0.00    0.07    0.07    0.00    0.00    0.00    0.00
 12/31/1979_24:00        0.10    0.10    0.00    0.00    0.00    0.05    0.05    0.00    0.00    0.00    0.00
 01/31/1980_24:00        0.13    0.13    0.00    0.00    0.00    0.07    0.07    0.00    0.00    0.00    0.00
 02/29/1980_24:00        0.03    0.03    0.00    0.00    0.00    0.01    0.01    0.00    0.00    0.00    0.00
 03/31/1980_24:00        0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
 04/30/1980_24:00        0.10    0.10    0.10    0.00    0.00    0.05    0.05    0.05    0.00    0.00    0.00
 05/31/1980_24:00        0.27    0.27    0.27    0.00    0.00    0.14    0.14    0.14    0.00    0.00    0.00
 06/30/1980_24:00        0.20    0.20    0.20    0.00    0.00    0.10    0.10    0.10    0.00    0.00    0.00
 07/31/1980_24:00        0.22    0.22    0.22    0.00    0.00    0.11    0.11    0.11    0.00    0.00    0.00
 08/31/1980_24:00        0.17    0.17    0.17    0.00    0.00    0.09    0.09    0.09    0.00    0.00    0.00
 09/30/1980_24:00        0.03    0.03    0.03    0.00    0.00    0.02    0.02    0.02    0.00    0.00    0.00
 10/31/1980_24:00        0.28    0.28    0.00    0.00    0.00    0.15    0.15    0.00    0.00    0.00    0.00
 11/30/1980_24:00        0.13    0.13    0.00    0.00    0.00    0.07    0.07    0.00    0.00    0.00    0.00
 12/31/1980_24:00        0.10    0.10    0.00    0.00    0.00    0.05    0.05    0.00    0.00    0.00    0.00
 01/31/1981_24:00        0.13    0.13    0.00    0.00    0.00    0.07    0.07    0.00    0.00    0.00    0.00
 02/28/1981_24:00        0.03    0.03    0.00    0.00    0.00    0.01    0.01    0.00    0.00    0.00    0.00
 03/31/1981_24:00        0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
 04/30/1981_24:00        0.08    0.08    0.08    0.00    0.00    0.04    0.04    0.04    0.00    0.00    0.00
 05/31/1981_24:00        0.26    0.26    0.26    0.00    0.00    0.14    0.14    0.14    0.00    0.00    0.00
 06/30/1981_24:00        0.22    0.22    0.22    0.00    0.00    0.11    0.11    0.11    0.00    0.00    0.00
 07/31/1981_24:00        0.23    0.23    0.23    0.00    0.00    0.12    0.12    0.12    0.00    0.00    0.00
 08/31/1981_24:00        0.17    0.17    0.17    0.00    0.00    0.09    0.09    0.09    0.00    0.00    0.00
 09/30/1981_24:00        0.03    0.03    0.03    0.00    0.00    0.02    0.02    0.02    0.00    0.00    0.00
 10/31/1981_24:00        0.25    0.25    0.00    0.00    0.00    0.13    0.13    0.00    0.00    0.00    0.00
 11/30/1981_24:00        0.13    0.13    0.00    0.00    0.00    0.07    0.07    0.00    0.00    0.00    0.00
 12/31/1981_24:00        0.10    0.10    0.00    0.00    0.00    0.05    0.05    0.00    0.00    0.00    0.00
 01/31/1982_24:00        0.13    0.13    0.00    0.00    0.00    0.07    0.07    0.00    0.00    0.00    0.00
 02/28/1982_24:00        0.03    0.03    0.00    0.00    0.00    0.01    0.01    0.00    0.00    0.00    0.00
 03/31/1982_24:00        0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
 04/30/1982_24:00        0.07    0.07    0.07    0.00    0.00    0.03    0.03    0.03    0.00    0.00    0.00
 05/31/1982_24:00        0.26    0.26    0.26    0.00    0.00    0.14    0.14    0.14    0.00    0.00    0.00
 06/30/1982_24:00        0.20    0.20    0.20    0.00    0.00    0.10    0.10    0.10    0.00    0.00    0.00
 07/31/1982_24:00        0.22    0.22    0.22    0.00    0.00    0.11    0.11    0.11    0.00    0.00    0.00
 08/31/1982_24:00        0.16    0.16    0.17    0.00    0.00    0.08    0.08    0.08    0.00    0.00    0.00
 09/30/1982_24:00        0.03    0.03    0.03    0.00    0.00    0.02    0.02    0.02    0.00    0.00    0.00
 10/31/1982_24:00        0.24    0.24    0.00    0.00    0.00    0.13    0.13    0.00    0.00    0.00    0.00
 11/30/1982_24:00        0.13    0.13    0.00    0.00    0.00    0.07    0.07    0.00    0.00    0.00    0.00
 12/31/1982_24:00        0.10    0.10    0.00    0.00    0.00    0.05    0.05    0.00    0.00    0.00    0.00
 01/31/1983_24:00        0.13    0.13    0.00    0.00    0.00    0.07    0.07    0.00    0.00    0.00    0.00
 02/28/1983_24:00        0.03    0.03    0.00    0.00    0.00    0.02    0.02    0.00    0.00    0.00    0.00
 03/31/1983_24:00        0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
 04/30/1983_24:00        0.04    0.04    0.04    0.00    0.00    0.02    0.02    0.02    0.00    0.00    0.00
 05/31/1983_24:00        0.25    0.25    0.25    0.00    0.00    0.13    0.13    0.13    0.00    0.00    0.00
 06/30/1983_24:00        0.22    0.22    0.22    0.00    0.00    0.12    0.12    0.12    0.00    0.00    0.00
 07/31/1983_24:00        0.25    0.25    0.25    0.00    0.00    0.13    0.13    0.13    0.00    0.00    0.00
 08/31/1983_24:00        0.18    0.18    0.18    0.00    0.00    0.09    0.09    0.09    0.00    0.00    0.00
 09/30/1983_24:00        0.03    0.03    0.03    0.00    0.00    0.02    0.02    0.02    0.00    0.00    0.00
 10/31/1983_24:00        0.26    0.26    0.00    0.00    0.00    0.14    0.14    0.00    0.00    0.00    0.00
 11/30/1983_24:00        0.13    0.13    0.00    0.00    0.00    0.07    0.07    0.00    0.00    0.00    0.00
 12/31/1983_24:00        0.09    0.09    0.00    0.00    0.00    0.05    0.05    0.00    0.00    0.00    0.00
 01/31/1984_24:00        0.13    0.13    0.00    0.00    0.00    0.07    0.07    0.00    0.00    0.00    0.00
 02/29/1984_24:00        0.02    0.02    0.00    0.00    0.00    0.01    0.01    0.00    0.00    0.00    0.00
 03/31/1984_24:00        0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
 04/30/1984_24:00        0.09    0.09    0.10    0.00    0.00    0.04    0.04    0.05    0.00    0.00    0.00
 05/31/1984_24:00        0.27    0.27    0.27    0.00    0.00    0.14    0.14    0.14    0.00    0.00    0.00
 06/30/1984_24:00        0.22    0.22    0.22    0.00    0.00    0.11    0.11    0.11    0.00    0.00    0.00
 07/31/1984_24:00        0.23    0.23    0.23    0.00    0.00    0.12    0.12    0.12    0.00    0.00    0.00
 08/31/1984_24:00        0.17    0.17    0.17    0.00    0.00    0.09    0.09    0.09    0.00    0.00    0.00
 09/30/1984_24:00        0.03    0.03    0.03    0.00    0.00    0.02    0.02    0.02    0.00    0.00    0.00
 10/31/1984_24:00        0.26    0.26    0.00    0.00    0.00    0.14    0.14    0.00    0.00    0.00    0.00
 11/30/1984_24:00        0.12    0.12    0.00    0.00    0.00    0.06    0.06    0.00    0.00    0.00    0.00
 12/31/1984_24:00        0.10    0.10    0.00    0.00    0.00    0.05    0.05    0.00    0.00    0.00    0.00
 01/31/1985_24:00        0.12    0.12    0.00    0.00    0.00    0.06    0.06    0.00    0.00    0.00    0.00
 02/28/1985_24:00        0.02    0.02    0.00    0.00    0.00    0.01    0.01    0.00    0.00    0.00    0.00
 03/31/1985_24:00        0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
 04/30/1985_24:00        0.10    0.10    0.11    0.00    0.00    0.05    0.05    0.05    0.00    0.00    0.00
 05/31/1985_24:00        0.26    0.26    0.26    0.00    0.00    0.13    0.13    0.13    0.00    0.00    0.00
 06/30/1985_24:00        0.24    0.24    0.24    0.00    0.00    0.12    0.12    0.12    0.00    0.00    0.00
 07/31/1985_24:00        0.24    0.24    0.24    0.00    0.00    0.12    0.12    0.12    0.00    0.00    0.00
 08/31/1985_24:00        0.18    0.18    0.18    0.00    0.00    0.09    0.09    0.09    0.00    0.00    0.00
 09/30/1985_24:00        0.03    0.03    0.03    0.00    0.00    0.02    0.02    0.02    0.00    0.00    0.00
 10/31/1985_24:00        0.25    0.25    0.00    0.00    0.00    0.13    0.13    0.00    0.00    0.00    0.00
 11/30/1985_24:00        0.13    0.13    0.00    0.00    0.00    0.07    0.07    0.00    0.00    0.00    0.00
